@relation 'dataset_consumo_energia-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.MathExpression-Elog(A)-R1-3,5-6-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.NominalToBinary-A-R1,2-weka.filters.unsupervised.attribute.Standardize'

@attribute Setor_Atividade=Residencial numeric
@attribute Setor_Atividade=Comercial numeric
@attribute Setor_Atividade=Industrial numeric
@attribute Dia_da_Semana=Segunda numeric
@attribute Dia_da_Semana=Terca numeric
@attribute Dia_da_Semana=Quarta numeric
@attribute Dia_da_Semana=Quinta numeric
@attribute Dia_da_Semana=Sexta numeric
@attribute Dia_da_Semana=Sabado numeric
@attribute Dia_da_Semana=Domingo numeric
@attribute Temperatura_Media numeric
@attribute Area_Metragem numeric
@attribute Ocupantes_Ativos numeric
@attribute Consumo_Energia numeric

@data
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,-1.231551,-0.912686,-0.935232,5.542831
-0.714594,1.421044,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,1.514714,-0.116941,0,6.656469
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,-1.563761,-1.106874,-0.880271,5.581615
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,-1.563761,-0.755711,-0.898592,5.739793
-0.714594,1.421044,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-1.386582,-0.051085,0.457121,6.670006
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,-1.32014,-0.097772,-0.752028,6.107691
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,0.208023,-1.076401,-0.110813,6.220192
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,0.296612,1.05753,2.344126,7.797209
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,0,-0.227633,-0.806989,6.006107
-0.714594,-0.702355,1.421044,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.168481,1.147279,-0.202415,7.365686
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,0.56238,-0.94131,-0.953553,5.454894
-0.714594,-0.702355,1.421044,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.916737,1.322957,1.189938,7.792101
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,-1.475172,0.04312,0.457121,6.753788
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,-0.412101,-0.815152,-0.953553,5.470589
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,-0.079892,-0.785704,-0.898592,5.713073
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,0.518085,-0.84534,-0.898592,5.788736
-0.714594,-0.702355,1.421044,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.877194,1.7001,0.40216,7.785056
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,-0.102039,-1.109526,-0.257376,6.097175
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,0.008698,-1.300634,-0.898592,5.524656
1.396706,-0.702355,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0,-1.568794,-0.953553,5.185149
1.396706,-0.702355,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.810753,-0.893031,-0.898592,5.651436
-0.714594,-0.702355,1.421044,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.097287,1.658581,2.252524,8.065517
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,-0.168481,0.875144,2.142601,7.827998
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,0.540233,0.308488,-0.275697,6.738745
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,-1.187257,0.330468,0.933452,7.39049
1.396706,-0.702355,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.412101,-0.715799,-0.898592,5.785055
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,-0.25707,-0.269716,-0.697067,6.067499
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,0.894589,-1.423282,-0.916912,5.384954
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,-1.054373,-1.014831,-0.898592,5.616771
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,0.252318,0.902703,-0.385619,7.164798
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,0.274465,-0.378294,-0.642105,6.173786
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,1.802629,0.999078,0.82353,7.580496
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,-1.120815,1.584518,0,7.932577
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,-0.744311,-0.028789,0.163994,6.663005
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,-1.054373,-1.173257,-0.935232,5.335613
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,-1.563761,-0.919353,0,5.428907
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,1.935513,0.144054,0.457121,6.839048
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,-1.386582,-1.213357,-0.898592,5.580484
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,-0.921489,-0.181222,0,6.62526
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,1.448272,-0.737709,0.200635,6.48738
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,-1.563761,0.730327,1.318181,7.523211
-0.714594,1.421044,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.828148,0.112894,0.218955,6.747587
-0.714594,-0.702355,1.421044,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-1.563761,0.731067,-0.257376,7.116638
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,1.359683,-0.983316,-0.898592,5.668155
1.396706,-0.702355,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-1.563761,-0.850961,-0.935232,5.640488
1.396706,-0.702355,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-1.563761,-1.415249,-0.953553,5.181784
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,-0.611427,-0.950921,0,5.608372
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,1.071768,0.90225,-0.513862,7.146615
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,-0.057744,-0.700257,-0.935232,5.726196
-0.714594,1.421044,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0,-0.092458,-0.239056,6.469405
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,1.470419,0.218581,-0.458901,6.515749
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,2.378459,-0.016649,-0.550503,6.360266
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,0.739558,0.252967,2.582292,7.677817
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,-0.700016,-0.903046,-0.880271,5.734312
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,-0.478543,-0.706435,-0.935232,5.726522
1.396706,-0.702355,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-1.430877,-0.925561,-0.935232,5.53418
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,0.097287,1.597642,1.556347,8.042603
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,-1.563761,0.277863,-0.568824,6.482036
-0.714594,1.421044,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0,0.627747,0.218955,6.537561
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,0,-1.281176,-0.880271,5.584999
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,0.783853,0.046249,0.237276,6.677083
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,-0.522838,-0.184691,0,6.320049
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,0.56238,1.614118,0.860171,7.906695
-0.714594,-0.702355,1.421044,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,1.780481,1.660064,0.622005,7.852128
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,1.736187,1.077429,1.757872,7.765611
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,-1.120815,0.861022,0,7.412583
1.396706,-0.702355,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.56238,-0.805355,-0.935232,5.636574
-0.714594,-0.702355,1.421044,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.190628,0.627747,2.380767,7.86319
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,0.872442,0.23155,0.072392,6.761689
1.396706,-0.702355,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.407349,-1.067558,-0.916912,5.582368
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,-1.563761,0.100453,-0.605465,6.344056
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,-0.389954,-0.81605,0.292237,6.443495
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,0.208023,0.058917,-0.074172,6.547503
-0.714594,-0.702355,1.421044,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-1.563761,1.221291,2.307485,7.922261
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,0.628822,1.382137,2.618933,8.037931
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,-1.563761,-1.334828,-0.880271,5.516649
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,-0.899342,-0.832843,-0.898592,5.668846
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,1.470419,1.631968,1.68459,7.897854
-0.714594,1.421044,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.987931,-0.508292,0.475441,6.622337
1.396706,-0.702355,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.628822,-1.431403,-0.953553,5.246498
-0.714594,-0.702355,1.421044,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-1.563761,0.150381,0.84185,7.233094
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,2.289869,1.439351,2.142601,8.019119
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,-0.345659,0.627747,0.475441,7.630898
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,0.097287,0.627747,0.292237,6.727312
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,0.185876,0.850375,1.153298,7.581923
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,0.650969,1.135567,0,7.3916
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,-1.563761,1.390535,0,7.48594
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,-0.01345,1.278903,2.454049,8.004967
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,-0.744311,-0.686917,-0.953553,5.654942
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,-1.563761,-1.375379,-0.953553,5.170484
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,0,1.490462,1.153298,7.850571
-0.714594,1.421044,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.412101,-0.193828,0.457121,6.567656
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,0.252318,-1.0638,-0.935232,5.514638
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,0.185876,1.511029,0.548723,7.685749
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,-0.389954,-0.862333,-0.935232,5.517854
1.396706,-0.702355,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,2.179133,-0.685031,-0.880271,5.831296
-0.714594,1.421044,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.057744,-0.71934,-0.733708,5.952204
-0.714594,-0.702355,1.421044,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-1.563761,0.50111,-0.605465,6.796265
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,-0.456396,0.627747,-0.239056,7.647357
-0.714594,1.421044,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.540233,0.013164,0,6.644831
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,0.584527,0.627747,0.383839,6.50249
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,-1.209404,0.409838,0.713607,7.238425
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,1.005326,0.433995,1.153298,7.512727
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,-1.563761,0.285121,-0.532183,6.494963
1.396706,-0.702355,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,1.248946,-1.304931,-0.916912,5.456602
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,-1.475172,0.627747,-0.880271,5.572534
-0.714594,1.421044,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.25707,-0.487744,-0.110813,6.363545
1.396706,-0.702355,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,1.160357,-1.1304,-0.898592,5.665042
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,0.119434,-0.903046,-0.092492,6.325792
1.396706,-0.702355,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.894589,-0.987818,-0.898592,5.649678
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,0.673116,-1.472301,-0.916912,5.333202
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,1.403977,1.58233,1.886115,7.991626
-0.714594,-0.702355,1.421044,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,1.160357,0.854198,1.171618,7.581312
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,-0.522838,-0.971624,-0.916912,5.526249
1.396706,-0.702355,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.695264,-0.746247,-0.953553,5.596197
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,-1.563761,1.44814,-0.055851,7.567552
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,-0.079892,1.322208,1.831154,7.860841
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,0.894589,1.028989,-0.257376,7.265919
-0.714594,1.421044,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.141581,-0.298395,-0.458901,6.20294
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,0.473791,-0.877768,-0.935232,5.595455
-0.714594,-0.702355,1.421044,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.25707,1.726729,1.68459,8.009297
1.396706,-0.702355,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,1.226799,-0.882658,-0.898592,5.774862
-0.714594,1.421044,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.102039,-0.008664,-0.550503,6.385532
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,-0.522838,0.627747,-0.568824,6.322924
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,0.961031,1.238943,2.197562,7.850454
-0.714594,1.421044,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-1.563761,-0.936551,-0.092492,6.126869
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,0.540233,-0.954692,-0.935232,5.531411
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,-1.165109,1.701566,-0.129133,7.733333
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,1.403977,-1.325911,-0.935232,5.342813
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,-0.301365,-0.863766,-0.953553,5.484797
-0.714594,1.421044,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.141581,-0.541767,0.328878,6.474199
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,0.451644,-0.032407,0.383839,6.718167
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,-1.563761,-0.812468,-0.367299,6.073966
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,-0.744311,-0.133177,-0.770348,6.089498
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,1.13821,0.178148,-0.01921,6.687483
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,0.938884,1.067945,1.134977,7.606984
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,0.296612,-0.880698,-0.935232,5.585749
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,-1.497319,-0.79612,-0.898592,5.779817
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,0.628822,-0.719735,-0.916912,5.825705
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,0.783853,-1.255725,-0.898592,5.479805
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,0.030845,-0.200705,-0.40394,6.351235
1.396706,-0.702355,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,1.337535,-1.354829,-0.953553,5.373425
-0.714594,-0.702355,1.421044,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.766458,1.725614,1.611308,7.982894
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,-0.567132,1.679789,2.618933,8.190576
1.396706,-0.702355,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-1.563761,-0.971624,-0.916912,5.613128
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,1.005326,-0.768238,-0.916912,5.68358
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,0.340907,1.308119,0.292237,7.513818
-0.714594,-0.702355,1.421044,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-1.563761,1.420821,-0.440581,7.486165
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,-1.563761,-0.836524,-0.605465,5.914043
-0.714594,-0.702355,1.421044,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.987931,1.544326,0.713607,7.806941
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,0.872442,-0.721315,0,5.987457
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,-0.345659,0.234206,-0.385619,6.569902
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,-0.899342,0.19939,-0.074172,6.566954
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,-1.120815,0.137548,-0.165774,6.613518
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,-1.187257,-1.030801,0.182314,6.396763
1.396706,-0.702355,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-1.563761,-1.181985,-0.953553,5.276072
-0.714594,-0.702355,1.421044,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-1.342288,0.915489,0.218955,7.313154
-0.714594,1.421044,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-1.209404,-0.256841,-0.550503,6.093795
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,0.739558,0.441486,2.582292,7.785555
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,-0.190628,1.686938,1.26322,7.998906
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,-0.921489,-0.012799,-0.055851,6.528543
1.396706,-0.702355,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,2.53349,-1.179064,-0.898592,5.690359
-0.714594,1.421044,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.744311,0.627747,0.457121,6.634765
1.396706,-0.702355,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,1.271094,-1.047119,-0.898592,5.679148
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,1.780481,1.397019,1.739552,7.846199
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,-1.563761,-0.990646,-0.916912,5.527443
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,0.075139,-0.724089,-0.880271,5.82541
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,-0.58928,-1.005525,-0.916912,5.566052
-0.714594,-0.702355,1.421044,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.677869,1.725387,-0.147454,7.740273
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,0.606675,1.623166,1.446425,7.958052
